INPUT:ns,INPUT:year,INPUT:split,INPUT:attack,INPUT:rev_id,INPUT:sample,INPUT:comment,INPUT:is_gold,INPUT:is_main,INPUT:is_train,INPUT:q_attack,INPUT:is_attack,INPUT:logged_in,INPUT:q_article,INPUT:is_article,INPUT:q_baseline,INPUT:is_baseline,INPUT:other_attack,INPUT:quoting_attack,INPUT:text_wordcount,INPUT:recipient_attack,INPUT:in_out_radio_gold,INPUT:is_subset_balanced,INPUT:third_party_attack,OUTPUT:worker_uuid,OUTPUT:in_out_radio,OUTPUT:screen_width,OUTPUT:screen_height,OUTPUT:page_started_at,OUTPUT:pb_in_out_radio,OUTPUT:reading_timelog,OUTPUT:attack_in_out_radio,OUTPUT:article_in_out_radio,OUTPUT:pb_judgments_timelog,OUTPUT:page_started_at_string,OUTPUT:attack_judgments_timelog,OUTPUT:article_judgments_timelog,OUTPUT:instructions_reading_time,GOLDEN:worker_uuid,GOLDEN:in_out_radio,GOLDEN:screen_width,GOLDEN:screen_height,GOLDEN:page_started_at,GOLDEN:pb_in_out_radio,GOLDEN:reading_timelog,GOLDEN:attack_in_out_radio,GOLDEN:article_in_out_radio,GOLDEN:pb_judgments_timelog,GOLDEN:page_started_at_string,GOLDEN:attack_judgments_timelog,GOLDEN:article_judgments_timelog,GOLDEN:instructions_reading_time,HINT:text,ASSIGNMENT:link,ASSIGNMENT:assignment_id,ASSIGNMENT:worker_id,ASSIGNMENT:status,ASSIGNMENT:started,ASSIGNMENT:submitted,ASSIGNMENT:accepted,ASSIGNMENT:reward,job_id,condition,decision_time,decision_time_attack,decision_time_article,page_number,included_gold,judgment_correct,max_page,reading_time
article,2006,train,0.1,48845796,blocked,"`::::1. Croats had, according to the DAI, been a fighting folk who subdued Avars, repelled Franks and saved Serbs from Bulgarian captivity NEWLINE_TOKENNEWLINE_TOKEN::::2. Serbs were a docile folk who, essentially, didn't fight ``their place under the sun``. Their very name signified servitude of a sort, as evidenced by the DAI's etymology. They lost every battle  with foreigners they ever fought, placed themselves under Byzantine suzerainty amd were saved from extinction by Croats who crushed Bulgarian aggressionNEWLINE_TOKENNEWLINE_TOKEN::::3. there are historical documents galore, which testify about Croatian legal, parliamentary and cultural continuity: from the times of Trpimir and Krešimir to the later corpora.NEWLINE_TOKENNEWLINE_TOKEN::::4. Croatian language heritage in the vernacular is well attested in from the 13th century on (at least). They Croatian name is explicitly mentioned in various sources, both Čakavian and Štokavian, particularly in Dalmatia, Dubrovnik and Bosnia. Moreover, linguistic characteristics are the same as with contemporary (mid-19th century) Croatian language. On the other hand, Serbian written works, up until Dositej and Vuk (1780-1820), were written exclusively in Church Slavic language. Serbian literature until Vuk is, essentially, a variant of Church Slavic literature flourishing in Byzantium influenced area. Hence-Vuk's linguistic pan-Serbism, which tried to appropriate all štokavian vernacular literature is, evidently, a falsity and concoction.NEWLINE_TOKENNEWLINE_TOKEN::::5. early Slavic studies (Šarařik et al.) were deluded in ascribing parts of the Croatian literature to the Serbian heritage.NEWLINE_TOKENNEWLINE_TOKEN::::6. Serbian ethnic affiliation, in modern terms, is a relatively new phenomenon in Croatia. The major part of Eastern Orthodox inhabitants of Croatia, who actively participated in the Croatian cultural life (Illyrian movemont) have begun to show Serbian national allegiance only in recent (1850s) years. NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN::::Virtually all Starčević's claims are corroborated by historical sources available at his times. Whether the veracity of historical sources like the DAI can withstand the test of time-this is another question. But, from the vantage point of mid-19th century clash of Serbian and Croatian ideologies, Starčević polemic stands as an example of skilled, sometimes sardonic and always truthful debate-without distortions, lies or misappropriations. Sarcasm hurts-but, this is what the polemic is all about.         NEWLINE_TOKEN`",1.0,,,False,0,True,False,0,False,0,0.1,0.0,341,0.0,0-0,1,0.0,c622f172-ad53-a760-9795-6ab9498b8a21,0-0,1326,578,1574689047637,,"{""42487691"":80,""48845796"":32,""323632698"":19}",0,,,,"[{""time"":""2019-11-25T13:38:46.477Z""}]",,2.0,,0-0,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbd915b59afa012179b25e,000084cbad--5ddbd915b59afa012179b25e,a460e1799f95fac5206958980cacfc8f,APPROVED,2019-11-25T13:37:25.257,2019-11-25T13:40:27.627,2019-11-25T13:40:27.627,0.09,8702893,attack,78.84,78.84,,2,0,True,3,32
user,2006,test,0.7,42487691,blocked,"`:::First and foremost there is not and never has been any ``Wikistalking.`` This is paranoia on Chadbryant's part and has been present in numerous remarks he has made, not just those dealing with reverting. I do find it humorous, however, that he has to claim ``Wikistalking`` yet he has a history of reverting an article in an edit war but trying to claim he is in no violation of a 3RR rule as a result of his changing non-existant ``vandalism.``NEWLINE_TOKENNEWLINE_TOKEN:::Second of all, I did not attack his talk page. You may go and see the history of the page if you wish to verify this, but all I did was make a comment that was not in agreement with what he said. Because he dislikes me, and because of his paranoia, AND possibly because of other reasons (which I won't go into because he'd just cry about personal attacks), he removed the comments I made. All because they didn't go with what he said and believed. This was immature, selfish, childish and stupid at best, but as I said on another page if he wants to look that way who am I to stop him?NEWLINE_TOKENNEWLINE_TOKEN:::Then there is this ``appeared as another blah blah blah as soon as blah blah blah.`` Isn't this funny or what? He has to go and request a checkuser because he can't tell who is who yet he has no problem pulling out the sockpuppet accusation and whipping it around like a cowboy's lasso at a rodeo. Of course there's no WAY Chad could ever be  despite evidence pointing towards him. For it would be unthinkable for someone to directly accuse him of the same behavior of which he so loves to accuse others.NEWLINE_TOKENNEWLINE_TOKEN:::``Made allegations of stalking`` [ . . . ] ``to paint himself as a victim.`` Did Chad even read what he wrote? Did he realize that he claims I made allegations of stalking to paint myself as a victim yet in the same remarks he claims Wikistalking on himself? I mean, you just gotta laugh sometimes at these things, you know? But being a hypocrite is nothing new to him.NEWLINE_TOKENNEWLINE_TOKEN:::As for the attacking of the external link  he still has no proof I am that person who he claims that I am. This is the same debacle he got into with . And how fucking funny is it for him to claim I am that person, yet three paragraphs later he has to go and claim a checkuser?  NEWLINE_TOKENNEWLINE_TOKEN:::You get the idea, I hope/think. This is stupid, but when you are dealing with Chadbryant, you have to expect that.  NEWLINE_TOKENNEWLINE_TOKEN`",,1.0,,True,1,True,False,0,True,1,0.06666666667,0.06666666667,437,0.3,1-0,1,0.43333333329999996,c622f172-ad53-a760-9795-6ab9498b8a21,1-0,1326,578,1574689047637,,"{""42487691"":80,""48845796"":32,""323632698"":19}",1,,,,"[{""time"":""2019-11-25T13:40:08.612Z""}]",,2.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbd915b59afa012179b25e,000084cbad--5ddbd915b59afa012179b25e,a460e1799f95fac5206958980cacfc8f,APPROVED,2019-11-25T13:37:25.257,2019-11-25T13:40:27.627,2019-11-25T13:40:27.627,0.09,8702893,attack,82.135,82.135,,2,1,True,3,80
article,2009,dev,0.7894736842,323632698,blocked,"NEWLINE_TOKENNEWLINE_TOKENDude, I find you to be arrogant, obnoxious, overbearing, obsessive and basically a Wiki Nazi. YOU exhaust people away from this site, you have not turned anyone against Juice Plus because of your obvious bias against it. I really hope you die a very miserable lonely death tucked away in your garbage filled house. I picture you as a dirty, greasy, old ugly miserable little sad man with little to no life outside of wikipedia. I am willing to bet you haven't been laid in years, likely due to your very small penis. Thus the Cock referrence in your 'handle', you want to feel big somewhere, and since it isnt' in the real world, you have chosen to be a Wiki God. Good for you. Well done. When you die, and hopefully the news will get out about who died on the same day you quit editing ( my money is on Dr. Barrett for your identity), no one is going to miss the wonderful Wiki editor who kept the world safe from fruits and vegetables. I doubt more than your mother, father and siblings will show up at your funeral,likely your siblings wont' because you probably bug the shit out of them too. When you take in your last breathe Red, are you going to be happy about the thousands of hours you spent here at Wiki railing against Juice Plus? is that going to be the measure of your life's work? Honestly, isn't there something in life you could be doing other than this obsession? Isn't there someone you could be talking to for help, for some companionship,or have you driven them all away by your obnoxious overbearing arrogant opinionated jerk peronality?NEWLINE_TOKENNEWLINE_TOKENI hope this gets me banned, as I have a life to get back to now, but this great post will live on, life on line for ever and serve as a ass slapping to the biggest pain in the ass ever! Is there a barnstorming award for that? you win it!! you are a complete and total jerk off.NEWLINE_TOKENNEWLINE_TOKENDont bother posting on my talk page, warning me or thinking I give a shit about getting kicked off of WIKI...oh?! what will I possibly find to do in life?!the all knowing ",,1.0,,True,1,True,False,0,True,1,0.0,0.10526315789999999,374,0.7894736842,1-0,1,0.21052631579999997,c622f172-ad53-a760-9795-6ab9498b8a21,1-0,1326,578,1574689047637,,"{""42487691"":80,""48845796"":32,""323632698"":19}",1,,,,"[{""time"":""2019-11-25T13:40:26.604Z""}]",,2.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbd915b59afa012179b25e,000084cbad--5ddbd915b59afa012179b25e,a460e1799f95fac5206958980cacfc8f,APPROVED,2019-11-25T13:37:25.257,2019-11-25T13:40:27.627,2019-11-25T13:40:27.627,0.09,8702893,attack,17.992,17.992,,2,1,True,3,19
article,2005,test,0.1,22455813,blocked,"`Hi PaulNEWLINE_TOKENNEWLINE_TOKENGiven your previous edits of this article I'm wary of your neutrality here, but here's what I think about thisNEWLINE_TOKENNEWLINE_TOKENThe 'controversy' section actually has several subsections.   Only the Jones section isn't broken into its own subsection  I guess you don't want to modify those for now.  I looked into the history and at one point it was called ``a controversial person`` and was much different than its current incarnation.NEWLINE_TOKENNEWLINE_TOKENThe Jones subsection is overly long, but I would imagine this particular paragraph has gone through so many iterations that we can't deduce the original intention without looking at older editions.   For instance, the part about Paula buying a house and accruing a tax bill could have evolved beginning with a quote from Coulter calling Jones (her supposed ally) trailer trash.   From there someone may have objected to the quote, so someone else explained its context by saying Jones posed nude.   Then someone didn't want to look POV with regard to Jones so explained her behavior because of a huge tax bill, then someone explained that as a result of buying a house, etc etc.   Most actions in a persons life can be explained, partially, by circumstances out of their control, so explanations like this can go on for eternity.NEWLINE_TOKENNEWLINE_TOKENThe references to ``Oh Paula`` probably developed similarly, with someone demanding citations.   If an evolutionary chipping away of coherency this did occur,  it isn't reasonable to wipe the section altogether.   I saw another reference on the talk page to the Vietnam section being originally quite short but gaining a life of its own as its context was wiped and arguments about it transformed it into something which probably has more weight than it deserves.NEWLINE_TOKENNEWLINE_TOKENI'm sure LimpDaddy would object to this being objective, but the way I see it, the important parts of the Paula Jones section areNEWLINE_TOKEN- Coulter wanting to ``bring down the president``, no matter the best interests of her client/advisee NEWLINE_TOKEN- Coulter, a supposedly great lawyer, advising Jones to go forward on a case that was ultimately dismissedNEWLINE_TOKEN- Coulter using Paula Jones then washing her hands of her once the dust settled (calling her ``trailer trash``)NEWLINE_TOKENNEWLINE_TOKENAdditionally, the motives of the various authors are at odds, but reading it, the picture that emerges is of a very two-faced individual.  I'm sure some would say Coulter just learned the truth about Jones upon which she changed her tune, but that doesn't give Coulter nearly enough credit.NEWLINE_TOKENNEWLINE_TOKENThough it doesn't matter for this section, you might see that the ``trailer-park trash`` comment.   It is not satire or sarcasm to achieve comic effect, it is an honest to goodness insult.NEWLINE_TOKENNEWLINE_TOKEN`",,1.0,,False,0,False,True,1,False,0,0.1,0.0,435,0.0,0-1,1,0.0,fd4ba837-c24c-7321-51de-89700a7f75c3,0-1,1366,576,1574689047168,,,0,,,,"[{""time"":""2019-11-25T13:37:46.023Z""}]",,1.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbd916b59afa012179b298,000084cbad--5ddbd916b59afa012179b298,35825cea407d67555bf286aa956e3b50,APPROVED,2019-11-25T13:37:26.813,2019-11-25T13:38:46.126,2019-11-25T13:38:46.126,0.09,8702893,attack,18.855,18.855,,5,0,True,6,-1
article,2006,train,0.75,50620232,blocked,"`NEWLINE_TOKENNEWLINE_TOKEN== Rothwell struggles in vain to withdraw from Wikipedia ==NEWLINE_TOKENNEWLINE_TOKENThis is somewhat off topic, but I was surprised to discover that a person is not allowed to withdraw from Wikipedia or delete the contents of his own talk page. Apparently it is cybernetic tar pit.NEWLINE_TOKENNEWLINE_TOKENHad I know it was against the rules to erase one's own talk page, I never would have talked there, since I frequently use it for things like unfinished manuscripts (which have embarrassing errors), jokes and so on, which were never intended to be permanent. Anyway, for the past day or so I have been trying to erase these comments without success. One of the Sysops here, Mr. Connolley apparently wishes to preserve this page because it includes proof that I have committed an egregious violation of the rules, by calling someone: “childish, boorish, pig headed [and] unreasonable” and earlier “an insufferable ninny.” The poor fellow was so overcome by grief & consternation, he felt compelled to report this outrage to the authorities. (I might also call him a crybaby or a tattletale, but he would die of shock. I have done enough damage already; I fear he may need long-term therapy.)NEWLINE_TOKENNEWLINE_TOKENAnyway, I was banned for this unspeakable language, and Connelley will not even allow me to purge the evidence of my shame. I changed my description page and sent a message to Connelley with damning evidence for him to use in place of my talk page. I fear he may revert both, and delete this message, but before he does readers here may be amused by the new text here: http://en.wikipedia.org/wiki/User:JedRothwell I quote Schiller's warning: ``Mit der Dummheit kaempfen Goetter selbst vergebens.`` ('Against stupidity the gods themselves struggle in vain.') (Maid of Orleans, act 3, sc. 6). Hence, the title of this message.NEWLINE_TOKENNEWLINE_TOKENThick-skinned readers here might also enjoy the egregious replacement insult I sent to Connelly:NEWLINE_TOKENNEWLINE_TOKEN:. . . If you would like a reason to block me, or prove that I have violated the rules, you need not preserve the talk page. Here is another deliberate & intentionally provocative violation of the rules  an old-school personal insult:NEWLINE_TOKENNEWLINE_TOKEN:You are a loathsome, sanctimonious, hypocritical, ignorant twit. If you were in state of uncontrolled combustion, I would not take the trouble to extinguish the flames by urinating on them.NEWLINE_TOKENNEWLINE_TOKEN:I hope that is satisfactory.NEWLINE_TOKENNEWLINE_TOKENThat goes for you, too, Mr. . . uh, Chihuahua – isn’t it? Bow wow! Ruff! Grrrrr . . . Consider yourself gravely insulted. If this were the 18th century you might challenge me to a duel, but since I am a craven bounder, I would, of course, run away instead of accepting. Believe me, I am trying to get away, without success so far.  `",,1.0,,True,1,True,False,0,True,1,0.125,0.125,450,0.125,1-0,1,0.375,fd4ba837-c24c-7321-51de-89700a7f75c3,1-0,1366,576,1574689047168,,,1,,,,"[{""time"":""2019-11-25T13:38:20.269Z""}]",,1.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbd916b59afa012179b298,000084cbad--5ddbd916b59afa012179b298,35825cea407d67555bf286aa956e3b50,APPROVED,2019-11-25T13:37:26.813,2019-11-25T13:38:46.126,2019-11-25T13:38:46.126,0.09,8702893,attack,34.246,34.246,,5,1,True,6,-1
article,2006,train,0.1,48845796,blocked,"`::::1. Croats had, according to the DAI, been a fighting folk who subdued Avars, repelled Franks and saved Serbs from Bulgarian captivity NEWLINE_TOKENNEWLINE_TOKEN::::2. Serbs were a docile folk who, essentially, didn't fight ``their place under the sun``. Their very name signified servitude of a sort, as evidenced by the DAI's etymology. They lost every battle  with foreigners they ever fought, placed themselves under Byzantine suzerainty amd were saved from extinction by Croats who crushed Bulgarian aggressionNEWLINE_TOKENNEWLINE_TOKEN::::3. there are historical documents galore, which testify about Croatian legal, parliamentary and cultural continuity: from the times of Trpimir and Krešimir to the later corpora.NEWLINE_TOKENNEWLINE_TOKEN::::4. Croatian language heritage in the vernacular is well attested in from the 13th century on (at least). They Croatian name is explicitly mentioned in various sources, both Čakavian and Štokavian, particularly in Dalmatia, Dubrovnik and Bosnia. Moreover, linguistic characteristics are the same as with contemporary (mid-19th century) Croatian language. On the other hand, Serbian written works, up until Dositej and Vuk (1780-1820), were written exclusively in Church Slavic language. Serbian literature until Vuk is, essentially, a variant of Church Slavic literature flourishing in Byzantium influenced area. Hence-Vuk's linguistic pan-Serbism, which tried to appropriate all štokavian vernacular literature is, evidently, a falsity and concoction.NEWLINE_TOKENNEWLINE_TOKEN::::5. early Slavic studies (Šarařik et al.) were deluded in ascribing parts of the Croatian literature to the Serbian heritage.NEWLINE_TOKENNEWLINE_TOKEN::::6. Serbian ethnic affiliation, in modern terms, is a relatively new phenomenon in Croatia. The major part of Eastern Orthodox inhabitants of Croatia, who actively participated in the Croatian cultural life (Illyrian movemont) have begun to show Serbian national allegiance only in recent (1850s) years. NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN::::Virtually all Starčević's claims are corroborated by historical sources available at his times. Whether the veracity of historical sources like the DAI can withstand the test of time-this is another question. But, from the vantage point of mid-19th century clash of Serbian and Croatian ideologies, Starčević polemic stands as an example of skilled, sometimes sardonic and always truthful debate-without distortions, lies or misappropriations. Sarcasm hurts-but, this is what the polemic is all about.         NEWLINE_TOKEN`",1.0,,,False,0,True,False,0,False,0,0.1,0.0,341,0.0,0-0,1,0.0,fd4ba837-c24c-7321-51de-89700a7f75c3,x-x,1366,576,1574689047168,,,1,,,,"[{""time"":""2019-11-25T13:38:42.750Z""}]",,1.0,,0-0,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbd916b59afa012179b298,000084cbad--5ddbd916b59afa012179b298,35825cea407d67555bf286aa956e3b50,APPROVED,2019-11-25T13:37:26.813,2019-11-25T13:38:46.126,2019-11-25T13:38:46.126,0.09,8702893,attack,22.481,22.481,,5,0,False,6,-1
article,2009,dev,0.7894736842,323632698,blocked,"NEWLINE_TOKENNEWLINE_TOKENDude, I find you to be arrogant, obnoxious, overbearing, obsessive and basically a Wiki Nazi. YOU exhaust people away from this site, you have not turned anyone against Juice Plus because of your obvious bias against it. I really hope you die a very miserable lonely death tucked away in your garbage filled house. I picture you as a dirty, greasy, old ugly miserable little sad man with little to no life outside of wikipedia. I am willing to bet you haven't been laid in years, likely due to your very small penis. Thus the Cock referrence in your 'handle', you want to feel big somewhere, and since it isnt' in the real world, you have chosen to be a Wiki God. Good for you. Well done. When you die, and hopefully the news will get out about who died on the same day you quit editing ( my money is on Dr. Barrett for your identity), no one is going to miss the wonderful Wiki editor who kept the world safe from fruits and vegetables. I doubt more than your mother, father and siblings will show up at your funeral,likely your siblings wont' because you probably bug the shit out of them too. When you take in your last breathe Red, are you going to be happy about the thousands of hours you spent here at Wiki railing against Juice Plus? is that going to be the measure of your life's work? Honestly, isn't there something in life you could be doing other than this obsession? Isn't there someone you could be talking to for help, for some companionship,or have you driven them all away by your obnoxious overbearing arrogant opinionated jerk peronality?NEWLINE_TOKENNEWLINE_TOKENI hope this gets me banned, as I have a life to get back to now, but this great post will live on, life on line for ever and serve as a ass slapping to the biggest pain in the ass ever! Is there a barnstorming award for that? you win it!! you are a complete and total jerk off.NEWLINE_TOKENNEWLINE_TOKENDont bother posting on my talk page, warning me or thinking I give a shit about getting kicked off of WIKI...oh?! what will I possibly find to do in life?!the all knowing ",,1.0,,True,1,True,False,0,True,1,0.0,0.10526315789999999,374,0.7894736842,1-0,1,0.21052631579999997,3bdbf72e-2791-b3b9-0db2-14ec84e960d9,1-0,1920,897,1574689067530,,"{""17856960"":20,""42487691"":38,""323632698"":10}",1,,,,"[{""time"":""2019-11-25T13:37:57.608Z""}]",,1.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbd92ab918b9011e15fe6b,000084cbad--5ddbd92ab918b9011e15fe6b,854cec6d3010a09af6a3ec07c5d0f601,APPROVED,2019-11-25T13:37:46.001,2019-11-25T13:39:05.117,2019-11-25T13:39:05.117,0.09,8702893,attack,10.078,10.078,,1,1,True,3,10
user,2006,test,0.7,42487691,blocked,"`:::First and foremost there is not and never has been any ``Wikistalking.`` This is paranoia on Chadbryant's part and has been present in numerous remarks he has made, not just those dealing with reverting. I do find it humorous, however, that he has to claim ``Wikistalking`` yet he has a history of reverting an article in an edit war but trying to claim he is in no violation of a 3RR rule as a result of his changing non-existant ``vandalism.``NEWLINE_TOKENNEWLINE_TOKEN:::Second of all, I did not attack his talk page. You may go and see the history of the page if you wish to verify this, but all I did was make a comment that was not in agreement with what he said. Because he dislikes me, and because of his paranoia, AND possibly because of other reasons (which I won't go into because he'd just cry about personal attacks), he removed the comments I made. All because they didn't go with what he said and believed. This was immature, selfish, childish and stupid at best, but as I said on another page if he wants to look that way who am I to stop him?NEWLINE_TOKENNEWLINE_TOKEN:::Then there is this ``appeared as another blah blah blah as soon as blah blah blah.`` Isn't this funny or what? He has to go and request a checkuser because he can't tell who is who yet he has no problem pulling out the sockpuppet accusation and whipping it around like a cowboy's lasso at a rodeo. Of course there's no WAY Chad could ever be  despite evidence pointing towards him. For it would be unthinkable for someone to directly accuse him of the same behavior of which he so loves to accuse others.NEWLINE_TOKENNEWLINE_TOKEN:::``Made allegations of stalking`` [ . . . ] ``to paint himself as a victim.`` Did Chad even read what he wrote? Did he realize that he claims I made allegations of stalking to paint myself as a victim yet in the same remarks he claims Wikistalking on himself? I mean, you just gotta laugh sometimes at these things, you know? But being a hypocrite is nothing new to him.NEWLINE_TOKENNEWLINE_TOKEN:::As for the attacking of the external link  he still has no proof I am that person who he claims that I am. This is the same debacle he got into with . And how fucking funny is it for him to claim I am that person, yet three paragraphs later he has to go and claim a checkuser?  NEWLINE_TOKENNEWLINE_TOKEN:::You get the idea, I hope/think. This is stupid, but when you are dealing with Chadbryant, you have to expect that.  NEWLINE_TOKENNEWLINE_TOKEN`",,1.0,,True,1,True,False,0,True,1,0.06666666667,0.06666666667,437,0.3,1-0,1,0.43333333329999996,3bdbf72e-2791-b3b9-0db2-14ec84e960d9,1-0,1920,897,1574689067530,,"{""17856960"":20,""42487691"":38,""323632698"":10}",maybe,,,,"[{""time"":""2019-11-25T13:38:36.454Z""}]",,1.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbd92ab918b9011e15fe6b,000084cbad--5ddbd92ab918b9011e15fe6b,854cec6d3010a09af6a3ec07c5d0f601,APPROVED,2019-11-25T13:37:46.001,2019-11-25T13:39:05.117,2019-11-25T13:39:05.117,0.09,8702893,attack,38.846,38.846,,1,1,True,3,38
article,2005,train,0.6,17856960,blocked,"`NEWLINE_TOKENNEWLINE_TOKENWTF are you talking about?  There is no admin decision against me to not edit gender articles.  I'm full allowed to edit any and all articles.  Not only are you engaging in slanderous accusations, you're telling flat out lies.  I'd say spreading flat out lies which have absolutely not basis in reality against other members is a violation of several Wikipedia policies, so you better be VERY careful about what you say.  I strongly suggest that you retract your slanderous accusation before you further discredit yourself.Why the heck would I make changes under an alternate account when I have the full capability of doing it under this account?  NEWLINE_TOKENNEWLINE_TOKENAlso, where have I inserted any kind of right wing or religious views here?  Nothing I've said has anything to do with religion nor does it have anything to do with politics.  My points are extremely valid and you only rejected them because of your ridiculous personal biases and need to push your POV.  Not only are transvestites not necessarily transgendered, there are quite a few people on this list who are clearly NOT transvestites even using the description given in the article itself.  I have to question how anyone thought it was a good idea to add them.  NEWLINE_TOKENNEWLINE_TOKENI should also note that you're being hypocritical here, you're reverting a change on the basis that it hasn't been discussed, when you yourself refuse to discuss it!  I'd be very interested to know why a) non-transgendered people should be included on a list of transgendered ones and b) why transvestite is used as automatic criteria for seeing if someone is transgendered, even though there is nothing in the definition that indicates that.NEWLINE_TOKENNEWLINE_TOKENFrankly, this kind of behavior is appalling.  The supposedly open minded LGBT Wikipedian cliques criticize ``right wing religious`` people (and by right-wing religious that means anyone who doesn't agree with their extremist views) is actually one of the most close-minded groups on wikipedia, with the least likely chance of actually discussing things (as evidenced here) and least likely to consider others views.   29 June 2005 22:08 (UTC)`",1.0,,,True,1,True,True,1,False,0,0.1,0.0,346,0.5,1-1,1,0.0,3bdbf72e-2791-b3b9-0db2-14ec84e960d9,1-1,1920,897,1574689067530,,"{""17856960"":20,""42487691"":38,""323632698"":10}",1,,,,"[{""time"":""2019-11-25T13:38:54.945Z""}]",,1.0,,1-1,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbd92ab918b9011e15fe6b,000084cbad--5ddbd92ab918b9011e15fe6b,854cec6d3010a09af6a3ec07c5d0f601,APPROVED,2019-11-25T13:37:46.001,2019-11-25T13:39:05.117,2019-11-25T13:39:05.117,0.09,8702893,attack,18.491,18.491,,1,0,True,3,20
article,2006,train,0.75,50620232,blocked,"`NEWLINE_TOKENNEWLINE_TOKEN== Rothwell struggles in vain to withdraw from Wikipedia ==NEWLINE_TOKENNEWLINE_TOKENThis is somewhat off topic, but I was surprised to discover that a person is not allowed to withdraw from Wikipedia or delete the contents of his own talk page. Apparently it is cybernetic tar pit.NEWLINE_TOKENNEWLINE_TOKENHad I know it was against the rules to erase one's own talk page, I never would have talked there, since I frequently use it for things like unfinished manuscripts (which have embarrassing errors), jokes and so on, which were never intended to be permanent. Anyway, for the past day or so I have been trying to erase these comments without success. One of the Sysops here, Mr. Connolley apparently wishes to preserve this page because it includes proof that I have committed an egregious violation of the rules, by calling someone: “childish, boorish, pig headed [and] unreasonable” and earlier “an insufferable ninny.” The poor fellow was so overcome by grief & consternation, he felt compelled to report this outrage to the authorities. (I might also call him a crybaby or a tattletale, but he would die of shock. I have done enough damage already; I fear he may need long-term therapy.)NEWLINE_TOKENNEWLINE_TOKENAnyway, I was banned for this unspeakable language, and Connelley will not even allow me to purge the evidence of my shame. I changed my description page and sent a message to Connelley with damning evidence for him to use in place of my talk page. I fear he may revert both, and delete this message, but before he does readers here may be amused by the new text here: http://en.wikipedia.org/wiki/User:JedRothwell I quote Schiller's warning: ``Mit der Dummheit kaempfen Goetter selbst vergebens.`` ('Against stupidity the gods themselves struggle in vain.') (Maid of Orleans, act 3, sc. 6). Hence, the title of this message.NEWLINE_TOKENNEWLINE_TOKENThick-skinned readers here might also enjoy the egregious replacement insult I sent to Connelly:NEWLINE_TOKENNEWLINE_TOKEN:. . . If you would like a reason to block me, or prove that I have violated the rules, you need not preserve the talk page. Here is another deliberate & intentionally provocative violation of the rules  an old-school personal insult:NEWLINE_TOKENNEWLINE_TOKEN:You are a loathsome, sanctimonious, hypocritical, ignorant twit. If you were in state of uncontrolled combustion, I would not take the trouble to extinguish the flames by urinating on them.NEWLINE_TOKENNEWLINE_TOKEN:I hope that is satisfactory.NEWLINE_TOKENNEWLINE_TOKENThat goes for you, too, Mr. . . uh, Chihuahua – isn’t it? Bow wow! Ruff! Grrrrr . . . Consider yourself gravely insulted. If this were the 18th century you might challenge me to a duel, but since I am a craven bounder, I would, of course, run away instead of accepting. Believe me, I am trying to get away, without success so far.  `",,1.0,,True,1,True,False,0,True,1,0.125,0.125,450,0.125,1-0,1,0.375,7b3d0d1a-62be-71d0-5029-5e0b46309d58,x-x,1494,635,1574688958528,,"{""22455813"":0,""50620232"":21,""91399894"":192}",0,,,,"[{""time"":""2019-11-25T13:38:22.974Z""}]",,2.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbd964e24c3a011c3d0838,000084cbad--5ddbd964e24c3a011c3d0838,7b136258cef9a98f74827f70f60a5045,APPROVED,2019-11-25T13:38:44.339,2019-11-25T13:44:54.420,2019-11-25T13:44:54.420,0.09,8702893,attack,144.446,144.446,,2,1,False,2,21
